Rooms,Car,Regionlabel,Suburb_Target_Price,Council_Area_Encoded,Type_Encoded,Method_Encoded,Bedroom-to-bathroom Ratio,Land-to-building Ratio,Age of Building,Distance_Category,Age of Building Log
4,2.0,5,1071017.3905930016,8.0,0.0,1.0,2.0,0.5985915492957746,10.0,Medium,2.302585092994046
4,2.0,5,1071017.3905930016,8.0,0.0,1.0,2.0,0.2897350993377483,74.0,Medium,4.30406509320417
4,4.0,0,1064585.2179911558,26.0,0.0,1.0,1.3333333333333333,0.3089080459770115,74.0,Medium,4.30406509320417
3,2.0,4,1038451.7169016798,12.0,0.0,1.0,1.5,0.32923832923832924,54.0,Far,3.9889840465642745
4,2.0,0,1013106.6023495209,13.0,0.0,3.0,2.0,0.21951219512195122,49.0,Far,3.8918202981106265
4,3.0,0,1013106.6023495209,13.0,0.0,3.0,4.0,0.2095890410958904,49.0,Far,3.8918202981106265
2,1.0,0,1015925.9205255171,0.0,2.0,1.0,2.0,0.3270440251572327,44.0,Far,3.784189633918261
3,3.0,5,1978017.6912178204,1.0,0.0,0.0,3.0,0.4225352112676056,54.0,Medium,3.9889840465642745
3,1.0,5,1978017.6912178204,1.0,0.0,1.0,1.5,0.41818181818181815,84.0,Medium,4.430816798843313
5,2.0,5,1605724.803861712,1.0,0.0,0.0,1.6666666666666667,0.386046511627907,34.0,Medium,3.5263605246161616
3,0.0,2,1027275.4551782636,22.0,0.0,3.0,1.5,0.4302788844621514,134.0,Medium,4.897839799950911
2,1.0,2,1027275.4551782636,22.0,0.0,1.0,2.0,0.452991452991453,114.0,Medium,4.736198448394496
2,1.0,2,1027275.4551782636,22.0,0.0,0.0,2.0,1.8360655737704918,17.0,Medium,2.833213344056216
2,1.0,2,1027275.4551782636,22.0,0.0,1.0,2.0,0.45416666666666666,29.0,Medium,3.367295829986474
2,1.0,2,1027275.4551782636,22.0,1.0,3.0,1.0,1.1428571428571428,17.0,Medium,2.833213344056216
4,2.0,2,1027275.4551782636,22.0,0.0,0.0,4.0,0.2610619469026549,124.0,Medium,4.820281565605037
2,2.0,2,1017766.2313402529,22.0,0.0,1.0,2.0,0.45664739884393063,134.0,Near,4.897839799950911
4,2.0,0,1070678.2304862882,26.0,0.0,1.0,2.0,0.2003338898163606,64.0,Medium,4.1588830833596715
4,2.0,6,1011312.4370111212,3.0,0.0,0.0,2.0,0.4234796238244514,15.0,Medium,2.70805020110221
2,1.0,5,1952895.48422642,2.0,2.0,0.0,2.0,0.7327586206896551,64.0,Medium,4.1588830833596715
3,2.0,5,906274.6917550835,8.0,0.0,1.0,1.5,0.29900332225913623,54.0,Medium,3.9889840465642745
3,2.0,5,906274.6917550835,8.0,2.0,1.0,1.5,0.176,40.0,Medium,3.6888794541139363
3,2.0,5,906274.6917550835,8.0,0.0,1.0,1.5,0.3744186046511628,86.0,Medium,4.454347296253507
3,3.0,6,1009492.7098016362,19.0,0.0,1.0,3.0,0.4827586206896552,19.0,Medium,2.9444389791664403
2,1.0,4,993941.3266799195,12.0,2.0,1.0,2.0,0.4221105527638191,54.0,Far,3.9889840465642745
4,2.0,4,993941.3266799195,12.0,0.0,0.0,2.0,0.21169036334913113,94.0,Far,4.543294782270004
2,1.0,5,975442.3513427929,8.0,2.0,4.0,1.0,inf,14.0,Medium,2.6390573296152584
1,1.0,5,1000952.6830885231,8.0,2.0,0.0,1.0,inf,64.0,Medium,4.1588830833596715
2,1.0,5,1000952.6830885231,8.0,2.0,1.0,2.0,inf,54.0,Medium,3.9889840465642745
2,1.0,5,988039.4701516933,20.0,0.0,1.0,2.0,0.43119266055045874,44.0,Medium,3.784189633918261
3,2.0,4,1022030.2109061234,12.0,0.0,1.0,1.5,0.23595505617977527,49.0,Far,3.8918202981106265
2,2.0,5,1044879.4912240154,12.0,1.0,1.0,2.0,0.2743732590529248,33.0,Far,3.4965075614664802
3,4.0,5,1044879.4912240154,12.0,0.0,1.0,3.0,0.21487603305785125,64.0,Far,4.1588830833596715
2,2.0,5,1044879.4912240154,12.0,2.0,1.0,2.0,inf,54.0,Far,3.9889840465642745
3,2.0,4,1073648.1069576484,20.0,0.0,2.0,3.0,0.16413793103448276,54.0,Far,3.9889840465642745
3,1.0,2,888542.391718603,22.0,1.0,3.0,3.0,1.703125,13.0,Medium,2.5649493574615367
3,2.0,2,888542.391718603,22.0,0.0,1.0,1.5,0.22930800542740842,94.0,Medium,4.543294782270004
3,2.0,2,878139.0127367007,22.0,0.0,1.0,3.0,0.24008350730688935,44.0,Medium,3.784189633918261
2,1.0,2,912641.1810905056,29.0,0.0,3.0,1.5,1.5,19.0,Near,2.9444389791664403
4,2.0,2,762845.5156807227,11.0,0.0,1.0,2.0,0.44583333333333336,12.0,Far,2.4849066497880004
3,2.0,4,1012668.0406226912,9.0,0.0,1.0,3.0,0.2403846153846154,54.0,Far,3.9889840465642745
3,1.0,4,996066.1912494884,9.0,0.0,1.0,3.0,0.24150943396226415,54.0,Far,3.9889840465642745
2,1.0,4,996066.1912494884,9.0,2.0,3.0,2.0,0.5177304964539007,44.0,Far,3.784189633918261
3,2.0,4,1029062.643734191,12.0,0.0,1.0,1.5,0.22889305816135083,44.0,Far,3.784189633918261
4,2.0,0,1292714.5006147302,15.0,0.0,3.0,1.0,0.30597014925373134,64.0,Medium,4.1588830833596715
3,2.0,0,1292714.5006147302,15.0,0.0,3.0,3.0,0.19629057187017002,59.0,Medium,4.07753744390572
5,2.0,0,1292714.5006147302,15.0,0.0,0.0,2.5,0.4425363276089828,44.0,Medium,3.784189633918261
4,2.0,0,1149579.0111137219,15.0,0.0,1.0,2.0,0.2535031847133758,44.0,Medium,3.784189633918261
3,1.0,4,979209.4060845932,5.0,0.0,3.0,3.0,0.16142857142857142,64.0,Far,4.1588830833596715
2,1.0,0,1314743.3961840975,0.0,2.0,0.0,2.0,0.8303571428571429,64.0,Medium,4.1588830833596715
2,1.0,5,1243542.051238949,8.0,2.0,3.0,2.0,0.060090702947845805,54.0,Medium,3.9889840465642745
2,1.0,5,894579.4620935556,24.0,2.0,1.0,2.0,0.05371900826446281,56.0,Medium,4.02535169073515
2,1.0,5,894579.4620935556,24.0,2.0,1.0,2.0,inf,94.0,Medium,4.543294782270004
1,1.0,5,894579.4620935556,24.0,2.0,4.0,1.0,0.037751677852348994,15.0,Medium,2.70805020110221
2,1.0,5,894579.4620935556,24.0,2.0,3.0,2.0,0.08568207440811725,51.0,Medium,3.9318256327243257
3,4.0,2,819245.1575914458,27.0,0.0,1.0,3.0,0.1688125894134478,36.0,Far,3.58351893845611
3,2.0,2,819245.1575914458,27.0,0.0,1.0,3.0,0.19801980198019803,49.0,Far,3.8918202981106265
3,2.0,6,1062588.1364357364,21.0,0.0,1.0,1.5,0.7684729064039408,8.0,Medium,2.0794415416798357
3,1.0,6,1062588.1364357364,21.0,0.0,1.0,1.5,0.5398550724637681,114.0,Medium,4.736198448394496
5,2.0,6,1062588.1364357364,21.0,0.0,1.0,1.6666666666666667,0.37796610169491524,144.0,Medium,4.969813299576001
3,2.0,2,661555.9725170177,22.0,0.0,1.0,1.5,0.365,64.0,Medium,4.1588830833596715
3,2.0,2,661555.9725170177,22.0,0.0,1.0,3.0,0.15638474295190713,64.0,Medium,4.1588830833596715
3,2.0,2,661555.9725170177,22.0,0.0,1.0,3.0,0.22705314009661837,64.0,Medium,4.1588830833596715
3,2.0,4,981811.9772209701,7.0,0.0,1.0,3.0,0.17200674536256325,64.0,Far,4.1588830833596715
3,0.0,1,987730.7398750349,7.0,0.0,3.0,3.0,0.18269230769230768,62.0,Far,4.127134385045092
3,2.0,5,1715838.8790733088,2.0,0.0,1.0,3.0,0.30505415162454874,99.0,Medium,4.59511985013459
4,2.0,0,1175966.725569024,20.0,0.0,1.0,4.0,0.24580152671755726,54.0,Far,3.9889840465642745
2,1.0,0,1175966.725569024,20.0,2.0,1.0,2.0,0.4108527131782946,44.0,Far,3.784189633918261
3,2.0,2,652158.0585077656,22.0,0.0,1.0,3.0,0.14637904468412943,69.0,Medium,4.23410650459726
3,1.0,2,975989.0071577602,0.0,0.0,1.0,1.5,0.03442622950819672,54.0,Far,3.9889840465642745
3,1.0,2,1001077.9011222662,11.0,0.0,1.0,1.5,0.31384615384615383,34.0,Far,3.5263605246161616
5,5.0,2,1001077.9011222662,11.0,0.0,1.0,1.6666666666666667,0.17714285714285713,34.0,Far,3.5263605246161616
5,5.0,2,1001077.9011222662,11.0,0.0,3.0,1.25,0.43853820598006643,23.0,Far,3.1354942159291497
3,2.0,2,746647.2344838987,22.0,0.0,1.0,3.0,0.16715976331360946,64.0,Medium,4.1588830833596715
3,2.0,2,746647.2344838987,22.0,1.0,1.0,1.5,inf,11.0,Medium,2.3978952727983707
3,1.0,5,1396371.4194148204,2.0,2.0,1.0,3.0,0.06868194842406876,59.0,Medium,4.07753744390572
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,0.0458756065284517,94.0,Medium,4.543294782270004
5,5.0,5,1396371.4194148204,2.0,0.0,1.0,2.5,0.36585365853658536,53.0,Medium,3.970291913552122
4,2.0,5,1396371.4194148204,2.0,0.0,1.0,2.0,0.7439353099730458,134.0,Medium,4.897839799950911
1,1.0,5,1396371.4194148204,2.0,2.0,1.0,1.0,inf,54.0,Medium,3.9889840465642745
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,inf,59.0,Medium,4.07753744390572
3,1.0,5,1467197.1802376045,2.0,0.0,1.0,1.5,0.5,134.0,Medium,4.897839799950911
4,2.0,5,1467197.1802376045,2.0,0.0,1.0,2.0,0.3768939393939394,44.0,Medium,3.784189633918261
3,2.0,5,1467197.1802376045,2.0,1.0,1.0,1.5,0.6679245283018868,14.0,Medium,2.6390573296152584
3,2.0,0,1025527.9133442149,17.0,1.0,3.0,1.5,0.8092485549132948,15.0,Far,2.70805020110221
3,1.0,0,797296.3130086061,0.0,0.0,4.0,3.0,0.21114864864864866,64.0,Medium,4.1588830833596715
3,1.0,6,969154.1897941658,19.0,0.0,3.0,1.5,0.33774834437086093,27.0,Far,3.295836866004329
3,1.0,6,939170.1561870114,28.0,0.0,1.0,1.5,0.24416517055655296,53.0,Far,3.970291913552122
3,1.0,0,1306138.7041670436,0.0,2.0,1.0,1.5,inf,18.0,Medium,2.8903717578961645
3,2.0,0,1306138.7041670436,0.0,0.0,0.0,1.5,0.38323353293413176,19.0,Medium,2.9444389791664403
3,1.0,0,1355710.9766498671,0.0,0.0,4.0,1.5,0.3242236024844721,94.0,Medium,4.543294782270004
3,2.0,6,915877.1305353505,3.0,0.0,2.0,3.0,0.1947449768160742,49.0,Medium,3.8918202981106265
2,0.0,2,824786.9009898342,18.0,0.0,3.0,2.0,0.6406060606060606,94.0,Near,4.543294782270004
2,1.0,5,1804660.984133949,2.0,1.0,1.0,2.0,inf,49.0,Medium,3.8918202981106265
1,1.0,5,1804660.984133949,2.0,2.0,1.0,1.0,inf,124.0,Medium,4.820281565605037
4,3.0,5,1292439.038431162,2.0,0.0,1.0,2.0,0.24181360201511334,74.0,Medium,4.30406509320417
3,4.0,5,1292439.038431162,2.0,0.0,1.0,1.5,0.37184594953519257,87.0,Medium,4.465908118654584
4,1.0,4,1022481.4070966488,9.0,0.0,1.0,2.0,0.2548076923076923,55.0,Far,4.007333185232471
4,2.0,2,988059.7023766801,6.0,0.0,3.0,4.0,0.2569593147751606,54.0,Medium,3.9889840465642745
3,2.0,2,888054.2115435582,27.0,0.0,1.0,3.0,0.1697792869269949,49.0,Far,3.8918202981106265
2,1.0,5,1789897.9317727236,25.0,2.0,1.0,2.0,inf,47.0,Medium,3.8501476017100584
3,2.0,5,1511944.2486170563,25.0,0.0,1.0,1.5,0.2517241379310345,94.0,Medium,4.543294782270004
2,2.0,6,800691.8143824907,16.0,2.0,1.0,1.0,0.0024324324324324323,20.0,Near,2.995732273553991
4,2.0,6,800691.8143824907,16.0,0.0,3.0,2.0,0.9298319327731093,17.0,Near,2.833213344056216
4,1.0,7,929044.5294939717,19.0,0.0,1.0,2.0,0.1919060052219321,44.0,Far,3.784189633918261
5,2.0,3,964481.5509727815,19.0,0.0,1.0,2.5,0.23423423423423423,48.0,Far,3.871201010907891
2,1.0,4,1066884.4729209836,12.0,1.0,3.0,2.0,inf,44.0,Far,3.784189633918261
3,2.0,4,1066884.4729209836,12.0,0.0,1.0,3.0,0.24339622641509434,44.0,Far,3.784189633918261
3,0.0,5,1463103.9278355213,24.0,0.0,1.0,3.0,0.6183574879227053,134.0,Near,4.897839799950911
6,2.0,5,1463103.9278355213,24.0,0.0,0.0,1.5,0.6949152542372882,109.0,Near,4.6913478822291435
4,1.0,2,850181.431139312,27.0,0.0,1.0,1.5,0.22772277227722773,44.0,Far,3.784189633918261
4,3.0,2,850181.431139312,27.0,0.0,1.0,2.0,0.24345146379044685,39.0,Far,3.6635616461296463
3,2.0,2,850181.431139312,27.0,0.0,1.0,3.0,0.21520912547528517,39.0,Far,3.6635616461296463
3,2.0,6,1091898.6578503666,21.0,0.0,3.0,1.5,0.34060402684563756,74.0,Medium,4.30406509320417
2,0.0,6,1091898.6578503666,21.0,0.0,0.0,2.0,0.43824701195219123,44.0,Medium,3.784189633918261
5,2.0,1,1002524.0547922334,30.0,0.0,3.0,2.5,0.14892344497607657,44.0,Far,3.784189633918261
3,2.0,1,1002524.0547922334,30.0,0.0,3.0,1.5,0.10982048574445617,46.0,Far,3.828641396489095
4,2.0,4,1096110.8439217408,12.0,1.0,1.0,2.0,0.5737179487179487,20.0,Far,2.995732273553991
3,2.0,0,1214310.4514847538,20.0,1.0,1.0,1.5,0.45454545454545453,23.0,Medium,3.1354942159291497
4,2.0,6,976682.1538091765,21.0,0.0,1.0,2.0,0.39076923076923076,69.0,Medium,4.23410650459726
2,0.0,2,880927.8774666471,18.0,0.0,1.0,2.0,0.6470588235294118,124.0,Near,4.820281565605037
4,2.0,2,848085.8053303128,22.0,0.0,2.0,2.0,0.27116212338593976,64.0,Medium,4.1588830833596715
2,1.0,5,1048535.6151547662,20.0,0.0,1.0,2.0,0.12802275960170698,64.0,Medium,4.1588830833596715
3,1.0,5,1048535.6151547662,20.0,2.0,1.0,3.0,0.4265402843601896,20.0,Medium,2.995732273553991
4,2.0,4,1027990.8373254024,12.0,0.0,1.0,2.0,0.2854609929078014,49.0,Far,3.8918202981106265
1,1.0,5,1060975.360253012,8.0,2.0,3.0,1.0,0.040194884287454324,49.0,Medium,3.8918202981106265
2,1.0,5,1060975.360253012,8.0,2.0,3.0,2.0,inf,12.0,Medium,2.4849066497880004
3,2.0,4,1116036.4752073546,12.0,0.0,3.0,1.5,0.3141945773524721,74.0,Far,4.30406509320417
3,1.0,2,1242621.0197615311,18.0,2.0,1.0,1.5,0.028794734677087618,25.0,Near,3.2188758248682006
3,2.0,5,1218348.244237332,24.0,2.0,0.0,1.5,inf,24.0,Near,3.1780538303479458
2,1.0,5,1218348.244237332,24.0,2.0,3.0,1.0,0.05502717391304348,14.0,Near,2.6390573296152584
3,0.0,5,1075129.820759817,25.0,0.0,4.0,1.5,0.9517241379310345,144.0,Near,4.969813299576001
5,2.0,2,883366.7028366765,6.0,0.0,0.0,2.5,0.3888888888888889,99.0,Medium,4.59511985013459
4,2.0,2,883366.7028366765,6.0,0.0,0.0,4.0,1.0,59.0,Medium,4.07753744390572
3,2.0,2,883366.7028366765,6.0,0.0,1.0,3.0,0.24468085106382978,94.0,Medium,4.543294782270004
3,2.0,2,883366.7028366765,6.0,0.0,1.0,3.0,0.3438395415472779,84.0,Medium,4.430816798843313
3,2.0,2,883366.7028366765,6.0,0.0,1.0,1.5,0.2446601941747573,104.0,Medium,4.6443908991413725
3,2.0,2,883366.7028366765,6.0,0.0,1.0,3.0,0.15932203389830507,74.0,Medium,4.30406509320417
3,1.0,2,883366.7028366765,6.0,0.0,1.0,3.0,0.22991071428571427,94.0,Medium,4.543294782270004
3,1.0,2,883366.7028366765,6.0,0.0,1.0,3.0,0.467680608365019,24.0,Medium,3.1780538303479458
3,0.0,2,1187215.7759827413,29.0,0.0,0.0,3.0,0.9509803921568627,114.0,Near,4.736198448394496
2,1.0,2,619430.5508865285,6.0,1.0,1.0,2.0,inf,15.0,Medium,2.70805020110221
3,1.0,2,619430.5508865285,6.0,0.0,3.0,3.0,0.3569230769230769,94.0,Medium,4.543294782270004
3,2.0,2,619430.5508865285,6.0,1.0,1.0,1.5,0.875,14.0,Medium,2.6390573296152584
2,1.0,2,1050186.7333779815,29.0,2.0,1.0,2.0,0.16216216216216217,64.0,Near,4.1588830833596715
4,2.0,0,1056888.0508161064,17.0,0.0,1.0,4.0,0.26756352765321373,59.0,Far,4.07753744390572
4,1.0,0,1056888.0508161064,17.0,0.0,1.0,4.0,0.18127250900360145,64.0,Far,4.1588830833596715
3,2.0,2,969500.0017169055,11.0,0.0,1.0,1.5,0.5529411764705883,28.0,Far,3.332204510175204
4,2.0,5,1179352.5503842398,1.0,1.0,1.0,2.0,0.27483443708609273,84.0,Far,4.430816798843313
3,0.0,5,1179352.5503842398,1.0,0.0,3.0,1.5,0.3768844221105528,104.0,Far,4.6443908991413725
4,2.0,5,1179352.5503842398,1.0,1.0,1.0,2.0,0.6167979002624672,24.0,Far,3.1780538303479458
3,2.0,6,996686.8966311575,10.0,0.0,3.0,3.0,0.18455743879472694,39.0,Far,3.6635616461296463
3,2.0,4,978698.431695873,7.0,0.0,1.0,3.0,0.14814814814814814,64.0,Far,4.1588830833596715
3,6.0,6,1113949.7009616394,10.0,0.0,1.0,1.5,0.19276018099547512,54.0,Medium,3.9889840465642745
3,0.0,6,1003415.667504434,16.0,0.0,3.0,3.0,0.6262626262626263,114.0,Medium,4.736198448394496
3,2.0,6,954923.6695682234,10.0,0.0,1.0,1.5,0.38622754491017963,21.0,Medium,3.044522437723423
2,1.0,5,1342706.2114213551,24.0,2.0,4.0,2.0,0.031591737545565005,12.0,Near,2.4849066497880004
4,2.0,2,945240.477906161,27.0,0.0,1.0,1.3333333333333333,0.657051282051282,19.0,Far,2.9444389791664403
3,4.0,2,945240.477906161,27.0,0.0,1.0,1.5,0.3252032520325203,17.0,Far,2.833213344056216
5,3.0,2,945240.477906161,27.0,0.0,1.0,1.0,0.38571428571428573,14.0,Far,2.6390573296152584
2,1.0,5,1054230.6492830631,25.0,2.0,3.0,1.0,inf,10.0,Near,2.302585092994046
2,1.0,5,1054230.6492830631,18.0,0.0,1.0,1.0,0.7112299465240641,134.0,Near,4.897839799950911
3,1.0,5,1054230.6492830631,25.0,0.0,3.0,3.0,0.9705882352941176,31.0,Near,3.4339872044851463
2,1.0,5,1054230.6492830631,25.0,2.0,3.0,0.0,inf,54.0,Near,3.9889840465642745
1,1.0,5,836811.9832831909,18.0,2.0,1.0,1.0,0.8095238095238095,14.0,Near,2.6390573296152584
2,1.0,6,1197190.605393835,21.0,0.0,1.0,1.0,0.5633802816901409,34.0,Medium,3.5263605246161616
3,2.0,6,881831.0428195217,11.0,0.0,3.0,1.5,0.23333333333333334,44.0,Far,3.784189633918261
2,2.0,5,1614156.603150804,26.0,2.0,4.0,2.0,0.41450777202072536,54.0,Medium,3.9889840465642745
3,2.0,6,976635.7889715863,19.0,0.0,0.0,1.5,0.34684684684684686,19.0,Far,2.9444389791664403
3,2.0,0,1162286.2095593573,15.0,0.0,1.0,1.5,0.2323856613102596,49.0,Far,3.8918202981106265
4,2.0,0,1164765.3376484523,15.0,1.0,1.0,1.3333333333333333,0.5963855421686747,11.0,Medium,2.3978952727983707
3,2.0,2,950335.4830166205,27.0,0.0,1.0,1.5,0.27889908256880735,41.0,Far,3.713572066704308
2,1.0,2,954026.6809264101,6.0,2.0,1.0,2.0,inf,54.0,Medium,3.9889840465642745
4,2.0,2,954026.6809264101,6.0,0.0,1.0,4.0,0.24242424242424243,99.0,Medium,4.59511985013459
1,1.0,5,1804169.3913718709,25.0,2.0,0.0,1.0,inf,59.0,Near,4.07753744390572
2,1.0,5,1804169.3913718709,25.0,2.0,1.0,2.0,0.08415147265077139,49.0,Near,3.8918202981106265
4,2.0,0,1058745.9598957284,26.0,1.0,1.0,2.0,inf,16.0,Far,2.772588722239781
3,2.0,0,1058745.9598957284,26.0,1.0,3.0,1.5,0.45126353790613716,8.0,Far,2.0794415416798357
3,1.0,2,1010488.622264009,0.0,0.0,3.0,1.5,0.45849802371541504,19.0,Medium,2.9444389791664403
3,0.0,6,769697.121897005,28.0,0.0,3.0,3.0,0.21571428571428572,74.0,Medium,4.30406509320417
3,1.0,6,769697.121897005,28.0,0.0,1.0,1.5,0.5111940298507462,16.0,Medium,2.772588722239781
3,2.0,6,769697.121897005,28.0,0.0,1.0,3.0,0.20566037735849058,37.0,Medium,3.6109179126442243
3,1.0,6,803915.9868945214,16.0,0.0,0.0,1.5,0.35964912280701755,104.0,Medium,4.6443908991413725
3,3.0,6,803915.9868945214,16.0,0.0,1.0,1.5,0.28,79.0,Medium,4.3694478524670215
3,2.0,2,990739.3659543428,11.0,0.0,3.0,3.0,0.22932330827067668,49.0,Far,3.8918202981106265
4,3.0,4,1078940.0238021538,20.0,0.0,1.0,2.0,0.20375,56.0,Far,4.02535169073515
4,1.0,6,1340108.9445130138,10.0,0.0,1.0,2.0,0.6941964285714286,26.0,Medium,3.258096538021482
5,2.0,2,996427.0452093796,0.0,0.0,1.0,1.6666666666666667,0.5105348460291734,12.0,Medium,2.4849066497880004
2,0.0,6,1018851.8865707943,16.0,0.0,1.0,2.0,0.5266666666666666,124.0,Medium,4.820281565605037
2,1.0,2,1062832.4918295566,29.0,2.0,1.0,2.0,0.1064891846921797,54.0,Near,3.9889840465642745
2,1.0,2,1062832.4918295566,29.0,2.0,3.0,2.0,0.029003783102143757,11.0,Near,2.3978952727983707
3,2.0,6,806655.7551555892,21.0,1.0,1.0,3.0,0.512396694214876,14.0,Medium,2.6390573296152584
4,1.0,6,825032.428158178,3.0,0.0,1.0,2.0,0.21026490066225165,74.0,Medium,4.30406509320417
3,1.0,6,888785.3803056644,10.0,2.0,1.0,1.5,0.30985915492957744,36.0,Medium,3.58351893845611
3,2.0,6,888785.3803056644,10.0,1.0,1.0,1.5,0.695,17.0,Medium,2.833213344056216
3,4.0,6,869537.5976075158,10.0,0.0,1.0,3.0,1.0017889087656529,74.0,Medium,4.30406509320417
4,2.0,5,1435970.1534048175,25.0,0.0,4.0,1.0,0.3364817001180638,89.0,Medium,4.48863636973214
4,1.0,6,1082030.8037350916,21.0,0.0,3.0,2.0,0.6916666666666667,114.0,Near,4.736198448394496
4,3.0,5,1118149.699305703,20.0,0.0,1.0,1.3333333333333333,0.26721763085399447,66.0,Medium,4.189654742026425
3,2.0,5,1118149.699305703,20.0,0.0,1.0,1.5,0.4107142857142857,34.0,Medium,3.5263605246161616
3,1.0,6,896840.395814022,21.0,0.0,3.0,3.0,0.05128205128205128,59.0,Medium,4.07753744390572
3,2.0,5,1736611.7669581587,2.0,0.0,1.0,1.5,0.3696808510638298,86.0,Medium,4.454347296253507
1,1.0,5,1736611.7669581587,2.0,0.0,0.0,1.0,0.4469026548672566,8.0,Medium,2.0794415416798357
4,2.0,5,1736611.7669581587,2.0,0.0,0.0,1.0,0.5546492659053833,15.0,Medium,2.70805020110221
3,2.0,5,1891908.8444004662,2.0,1.0,1.0,1.5,0.6198630136986302,14.0,Medium,2.6390573296152584
4,1.0,5,1891908.8444004662,2.0,0.0,1.0,4.0,0.1335676625659051,74.0,Medium,4.30406509320417
2,1.0,0,979586.3957648682,13.0,2.0,1.0,2.0,0.18181818181818182,54.0,Far,3.9889840465642745
4,10.0,0,979586.3957648682,13.0,0.0,3.0,4.0,0.12890231621349446,58.0,Far,4.060443010546419
3,0.0,0,1014866.7321286488,17.0,0.0,1.0,1.5,0.1962457337883959,25.0,Far,3.2188758248682006
4,2.0,5,1282652.8860625566,8.0,0.0,4.0,1.0,0.23179791976225855,89.0,Medium,4.48863636973214
3,3.0,5,1071017.3905930016,8.0,0.0,0.0,3.0,0.22030981067125646,84.0,Medium,4.430816798843313
4,2.0,5,1071017.3905930016,8.0,0.0,0.0,2.0,0.3374558303886926,74.0,Medium,4.30406509320417
4,2.0,1,1004214.6518417107,5.0,0.0,1.0,2.0,0.29841918294849024,29.0,Far,3.367295829986474
2,1.0,5,1035409.0183641526,1.0,2.0,1.0,2.0,inf,54.0,Far,3.9889840465642745
4,1.0,0,1070266.6798513369,26.0,0.0,3.0,2.0,0.205771643663739,64.0,Medium,4.1588830833596715
2,1.0,0,1015925.9205255171,0.0,0.0,1.0,2.0,0.18394648829431437,39.0,Far,3.6635616461296463
4,2.0,5,1605724.803861712,1.0,0.0,3.0,1.3333333333333333,0.5036019736842106,24.0,Medium,3.1780538303479458
2,1.0,2,920456.0911024141,11.0,2.0,1.0,2.0,0.5263157894736842,16.0,Medium,2.772588722239781
2,0.0,2,1027275.4551782636,22.0,2.0,3.0,2.0,inf,15.0,Medium,2.70805020110221
3,4.0,2,1027275.4551782636,22.0,0.0,3.0,3.0,0.37995824634655534,99.0,Medium,4.59511985013459
2,0.0,2,1027275.4551782636,22.0,0.0,4.0,2.0,0.5652173913043478,114.0,Medium,4.736198448394496
4,1.0,2,1027275.4551782636,22.0,0.0,1.0,4.0,0.31446540880503143,116.0,Medium,4.7535901911063645
1,1.0,2,775699.227181536,22.0,2.0,1.0,1.0,0.09852216748768473,54.0,Medium,3.9889840465642745
3,4.0,2,775699.227181536,22.0,0.0,0.0,1.5,0.3050847457627119,114.0,Medium,4.736198448394496
4,2.0,2,993823.3108521487,27.0,0.0,3.0,2.0,0.54,10.0,Medium,2.302585092994046
3,1.0,5,1213253.030667392,20.0,1.0,1.0,1.5,0.6956521739130435,12.0,Medium,2.4849066497880004
5,2.0,5,1765635.6895987082,2.0,0.0,3.0,1.6666666666666667,0.24052132701421802,104.0,Medium,4.6443908991413725
3,2.0,5,906274.6917550835,8.0,0.0,4.0,1.5,0.3590664272890485,94.0,Medium,4.543294782270004
3,2.0,4,959788.4501471588,7.0,0.0,1.0,1.5,0.2455795677799607,31.0,Far,3.4339872044851463
3,2.0,5,1136758.9250443592,8.0,1.0,1.0,1.5,inf,34.0,Medium,3.5263605246161616
3,2.0,5,1044879.4912240154,12.0,1.0,1.0,1.5,0.4262295081967213,24.0,Far,3.1780538303479458
3,1.0,4,1073648.1069576484,20.0,0.0,1.0,3.0,0.15931372549019607,59.0,Far,4.07753744390572
4,2.0,2,762845.5156807227,11.0,0.0,1.0,2.0,0.3501785714285714,17.0,Far,2.833213344056216
4,2.0,0,1028303.61617031,17.0,0.0,1.0,2.0,0.23305588585017836,8.0,Far,2.0794415416798357
4,2.0,4,1029062.643734191,12.0,0.0,1.0,2.0,0.28214285714285714,44.0,Far,3.784189633918261
4,2.0,0,1292714.5006147302,15.0,0.0,0.0,2.0,0.7142857142857143,16.0,Medium,2.772588722239781
3,1.0,0,1149579.0111137219,15.0,2.0,1.0,1.5,0.614406779661017,44.0,Medium,3.784189633918261
4,2.0,0,1149579.0111137219,15.0,0.0,0.0,1.3333333333333333,0.6338028169014085,18.0,Medium,2.8903717578961645
3,0.0,2,1109236.0999609896,18.0,0.0,0.0,3.0,1.5,134.0,Near,4.897839799950911
2,1.0,2,1109236.0999609896,18.0,1.0,1.0,1.0,1.3218390804597702,19.0,Near,2.9444389791664403
3,0.0,5,1243542.051238949,8.0,0.0,3.0,3.0,0.35278514588859416,109.0,Medium,4.6913478822291435
2,1.0,5,1243542.051238949,8.0,2.0,1.0,2.0,0.05887372013651877,54.0,Medium,3.9889840465642745
4,2.0,0,1024712.5819147109,23.0,0.0,3.0,2.0,0.2977941176470588,58.0,Far,4.060443010546419
4,3.0,0,1024712.5819147109,23.0,0.0,1.0,2.0,0.18326693227091634,39.0,Far,3.6635616461296463
