Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname
Tarneit,3,h,530000,S,22-07-2017,18.4,3029,3,2,2,400,153,2009,Wyndham,Western Metropolitan
Tarneit,3,h,446000,S,22-07-2017,18.4,3029,3,2,2,326,162,2012,Wyndham,Western Metropolitan
Taylors Hill,3,h,520000,S,22-07-2017,18,3037,3,2,2,389,161,2005,Melton,Western Metropolitan
Taylors Hill,3,h,530000,SP,22-07-2017,18,3037,3,2,1,343,119,2011,Melton,Western Metropolitan
Taylors Hill,5,h,725500,S,22-07-2017,18,3037,5,3,2,450,260,2011,Melton,Western Metropolitan
Taylors Lakes,4,h,688000,S,22-07-2017,15.5,3038,4,2,1,645,,,Brimbank,Western Metropolitan
Taylors Lakes,3,h,630000,S,22-07-2017,15.5,3038,3,2,1,655,,,Brimbank,Western Metropolitan
Taylors Lakes,4,h,800000,VB,22-07-2017,15.5,3038,4,3,6,876,,,Brimbank,Western Metropolitan
Taylors Lakes,3,h,760000,VB,22-07-2017,15.5,3038,3,3,2,654,,,Brimbank,Western Metropolitan
Taylors Lakes,3,t,502000,S,22-07-2017,15.5,3038,3,2,2,198,143,2004,Brimbank,Western Metropolitan
Templestowe,4,h,1275000,PI,22-07-2017,15.5,3106,4,2,2,812,33,,Manningham,Eastern Metropolitan
Templestowe,5,h,1300000,PI,22-07-2017,15.5,3106,5,3,3,767,,,Manningham,Eastern Metropolitan
Templestowe Lower,4,h,1215000,S,22-07-2017,12.4,3107,4,2,4,729,240,1970,Manningham,Eastern Metropolitan
Templestowe Lower,4,h,1320000,PI,22-07-2017,12.4,3107,4,2,2,774,,,Manningham,Eastern Metropolitan
Templestowe Lower,2,t,731000,S,22-07-2017,12.4,3107,2,1,1,217,115,2005,Manningham,Eastern Metropolitan
Thomastown,3,h,651000,SA,22-07-2017,15.3,3074,3,1,2,526,116,1970,Whittlesea,Northern Metropolitan
Thomastown,3,h,631000,S,22-07-2017,15.3,3074,3,1,2,584,121,1965,Whittlesea,Northern Metropolitan
Thomastown,3,h,715500,S,22-07-2017,15.3,3074,3,1,2,685,,,Whittlesea,Northern Metropolitan
Thornbury,3,h,1110000,SP,22-07-2017,7,3071,3,1,0,396,113,1930,Darebin,Northern Metropolitan
Toorak,2,u,735000,SP,22-07-2017,4.1,3142,2,1,1,0,84,1935,Stonnington,Southern Metropolitan
Toorak,2,u,920000,S,22-07-2017,4.1,3142,2,2,1,0,,,Stonnington,Southern Metropolitan
Toorak,1,u,350000,VB,22-07-2017,4.1,3142,2,1,1,0,,1970,Stonnington,Southern Metropolitan
Tullamarine,3,h,822000,S,22-07-2017,12.9,3043,3,1,1,778,112,1960,Hume,Western Metropolitan
Vermont,3,h,988000,S,22-07-2017,17.2,3133,3,1,1,653,119,1970,Whitehorse,Eastern Metropolitan
Wantirna South,3,h,855000,S,22-07-2017,14.7,3152,3,1,2,730,,,Knox,Eastern Metropolitan
Wantirna South,3,t,630000,S,22-07-2017,14.7,3152,3,1,2,169,141,2001,Knox,Eastern Metropolitan
Watsonia,3,h,830000,S,22-07-2017,14.5,3087,3,1,1,598,104.4,1975,Banyule,Northern Metropolitan
Watsonia North,3,h,710000,S,22-07-2017,14.5,3087,3,1,2,600,115,1974,Banyule,Northern Metropolitan
Watsonia North,3,h,850000,S,22-07-2017,14.5,3087,3,1,2,766,,,Banyule,Northern Metropolitan
Werribee,3,h,383000,S,22-07-2017,14.7,3030,3,1,2,548,95,1960,Wyndham,Western Metropolitan
Werribee,4,h,463000,S,22-07-2017,14.7,3030,4,2,2,358,148,2012,Wyndham,Western Metropolitan
Werribee,3,h,471500,S,22-07-2017,14.7,3030,3,1,2,530,,,Wyndham,Western Metropolitan
Werribee,3,h,412500,S,22-07-2017,14.7,3030,3,1,1,583,,1980,Wyndham,Western Metropolitan
Werribee,3,h,452000,SP,22-07-2017,14.7,3030,3,1,3,567,121,1980,Wyndham,Western Metropolitan
Werribee,4,h,665000,S,22-07-2017,14.7,3030,4,2,2,520,201,2014,Wyndham,Western Metropolitan
Werribee,3,h,485000,SP,22-07-2017,14.7,3030,3,1,1,633,88,1960,Wyndham,Western Metropolitan
Werribee,4,h,510000,SP,22-07-2017,14.7,3030,4,2,1,531,147,2003,Wyndham,Western Metropolitan
West Footscray,3,h,850000,S,22-07-2017,6.4,3012,3,1,2,269,111,1910,Maribyrnong,Western Metropolitan
West Footscray,3,h,915000,S,22-07-2017,6.4,3012,3,1,2,447,,,Maribyrnong,Western Metropolitan
Wheelers Hill,5,h,1591000,S,22-07-2017,16.7,3150,5,3,3,923,,,Monash,South-Eastern Metropolitan
Wheelers Hill,5,h,1490000,S,22-07-2017,16.7,3150,5,3,4,677,,,Monash,South-Eastern Metropolitan
Williamstown,4,h,1440000,S,22-07-2017,6.8,3016,4,2,0,240,170,1900,Hobsons Bay,Western Metropolitan
Wollert,3,h,400000,S,22-07-2017,25.5,3750,3,2,1,213,,2015,Whittlesea,Northern Metropolitan
Yarra Glen,3,h,620000,SP,22-07-2017,31.4,3775,3,2,1,863,180.56,1975,Yarra Ranges,Northern Victoria
Yarraville,2,h,900000,SP,22-07-2017,6.3,3013,2,1,3,463,123.5,1940,Maribyrnong,Western Metropolitan
Yarraville,4,h,1407000,S,22-07-2017,6.3,3013,4,2,2,446,152,1955,Maribyrnong,Western Metropolitan
Yarraville,2,h,1044000,SP,22-07-2017,6.3,3013,2,1,0,197,,,Maribyrnong,Western Metropolitan
Airport West,3,t,780000,S,29-07-2017,10.4,3042,3,2,1,195,192,2005,Moonee Valley,Western Metropolitan
Albanvale,3,h,555000,SP,29-07-2017,14,3021,3,1,3,566,126,1980,Brimbank,Western Metropolitan
Albion,3,h,613000,S,29-07-2017,10.5,3020,3,1,2,465,,,Brimbank,Western Metropolitan
Albion,2,t,340000,S,29-07-2017,10.5,3020,2,1,1,100,,,Brimbank,Western Metropolitan
Albion,3,t,580000,PI,29-07-2017,10.5,3020,3,2,2,175,110,2014,Brimbank,Western Metropolitan
Ardeer,3,h,627000,S,29-07-2017,12.8,3022,3,1,2,697,102,1960,Brimbank,Western Metropolitan
Armadale,1,u,380000,S,29-07-2017,6.3,3143,1,1,1,0,,1960,Stonnington,Southern Metropolitan
Armadale,2,u,631500,S,29-07-2017,6.3,3143,2,1,1,0,,,Stonnington,Southern Metropolitan
Ascot Vale,3,t,1185000,S,29-07-2017,4.3,3032,3,2,2,271,,,Moonee Valley,Western Metropolitan
Ashwood,4,h,1540000,S,29-07-2017,10.2,3147,4,2,3,668,205,1970,Monash,Southern Metropolitan
Aspendale,4,h,1510000,S,29-07-2017,21.5,3195,4,2,4,387,,,Kingston,South-Eastern Metropolitan
Balwyn,5,h,3812000,S,29-07-2017,7.9,3103,5,4,2,729,1,2012,Boroondara,Southern Metropolitan
Balwyn,4,t,1450000,VB,29-07-2017,7.9,3103,4,3,2,232,,,Boroondara,Southern Metropolitan
Balwyn North,3,u,1600000,S,29-07-2017,9.7,3104,3,2,2,314,,,Boroondara,Southern Metropolitan
Balwyn North,2,u,950000,S,29-07-2017,9.7,3104,2,1,1,327,,1975,Boroondara,Southern Metropolitan
Balwyn North,4,h,1755000,S,29-07-2017,9.7,3104,4,2,2,605,155,1938,Boroondara,Southern Metropolitan
Bayswater,3,h,606000,S,29-07-2017,23.2,3153,3,1,1,424,94,1970,Knox,Eastern Metropolitan
Beaconsfield,3,u,537000,S,29-07-2017,39,3807,3,1,1,460,,,Cardinia,Eastern Victoria
Beaumaris,3,t,900000,PI,29-07-2017,17.3,3193,3,2,2,243,,,Bayside,Southern Metropolitan
Beaumaris,3,h,1500000,S,29-07-2017,17.3,3193,3,2,2,594,,,Bayside,Southern Metropolitan
Bentleigh,3,t,1435000,S,29-07-2017,11.4,3204,3,3,2,307,177,2014,Glen Eira,Southern Metropolitan
Bentleigh East,2,u,592000,S,29-07-2017,13.8,3165,2,1,1,121,,,Glen Eira,Southern Metropolitan
Bentleigh East,3,h,900000,S,29-07-2017,13.8,3165,3,2,2,264,,,Glen Eira,Southern Metropolitan
Bentleigh East,4,h,1780000,S,29-07-2017,13.8,3165,4,2,2,577,,,Glen Eira,Southern Metropolitan
Bentleigh East,3,t,1260000,S,29-07-2017,13.8,3165,3,2,2,669,138,1960,Glen Eira,Southern Metropolitan
Berwick,3,h,620000,S,29-07-2017,35.2,3806,3,1,2,792,101,1970,Casey,Eastern Victoria
Black Rock,2,u,600000,S,29-07-2017,17.3,3193,2,1,1,0,74,1960,Bayside,Southern Metropolitan
Black Rock,3,t,1215000,S,29-07-2017,17.3,3193,3,2,2,314,,,Bayside,Southern Metropolitan
Blackburn South,2,u,615000,S,29-07-2017,13.4,3130,2,1,1,3316,85,1970,Whitehorse,Eastern Metropolitan
Boronia,3,h,790000,S,29-07-2017,25,3155,3,1,2,868,,,Knox,Eastern Metropolitan
Boronia,4,h,770000,SP,29-07-2017,25,3155,4,2,2,723,1,1970,Knox,Eastern Metropolitan
Box Hill,4,h,1831000,S,29-07-2017,10.9,3128,4,1,1,662,,,Whitehorse,Eastern Metropolitan
Braybrook,3,h,800000,S,29-07-2017,8.6,3019,3,1,2,591,,,Maribyrnong,Western Metropolitan
Brighton,2,u,845000,SP,29-07-2017,10.5,3186,2,1,1,100,110,1960,Bayside,Southern Metropolitan
Brighton,1,u,495000,S,29-07-2017,10.5,3186,1,1,1,0,,1970,Bayside,Southern Metropolitan
Brighton,2,u,760000,PI,29-07-2017,10.5,3186,2,1,1,138,,1980,Bayside,Southern Metropolitan
Brighton,3,h,1240000,PI,29-07-2017,10.5,3186,3,2,2,206,,,Bayside,Southern Metropolitan
Broadmeadows,3,h,586000,S,29-07-2017,14,3047,3,1,1,677,,,Hume,Northern Metropolitan
Broadmeadows,4,h,706000,S,29-07-2017,14,3047,4,1,4,752,115,1960,Hume,Northern Metropolitan
Broadmeadows,3,h,550000,S,29-07-2017,14,3047,3,2,1,602,,,Hume,Northern Metropolitan
Brookfield,4,h,456000,S,29-07-2017,29.8,3338,4,2,2,576,189,2010,Melton,Western Victoria
Brooklyn,2,u,555000,S,29-07-2017,6.4,3012,2,2,1,207,,,Hobsons Bay,Western Metropolitan
Brunswick,2,h,650000,S,29-07-2017,5.2,3056,2,1,1,108,70,1970,Moreland,Northern Metropolitan
Brunswick,4,h,1080000,VB,29-07-2017,5.2,3056,4,2,0,256,,,Moreland,Northern Metropolitan
Brunswick East,2,h,620000,S,29-07-2017,4,3057,2,1,1,123,79,1960,Moreland,Northern Metropolitan
Brunswick East,2,h,683000,S,29-07-2017,4,3057,2,1,1,0,91,1970,Moreland,Northern Metropolitan
Brunswick East,2,h,501000,S,29-07-2017,4,3057,2,1,1,71,47,1970,Moreland,Northern Metropolitan
Brunswick East,2,u,615000,SP,29-07-2017,4,3057,2,1,1,0,70,2008,Moreland,Northern Metropolitan
Brunswick East,2,h,1220000,SP,29-07-2017,4,3057,2,1,1,459,,,Moreland,Northern Metropolitan
Brunswick West,2,h,1150000,S,29-07-2017,5.2,3055,2,1,1,539,107,1940,Moreland,Northern Metropolitan
Brunswick West,2,u,400000,VB,29-07-2017,5.2,3055,2,2,1,0,,,Moreland,Northern Metropolitan
Burwood,3,h,1750500,S,29-07-2017,10.4,3125,3,1,2,719,,,Whitehorse,Southern Metropolitan
Burwood East,3,u,835000,S,29-07-2017,14.7,3151,3,2,2,347,143,2000,Whitehorse,Eastern Metropolitan
Cairnlea,3,h,640000,S,29-07-2017,14.8,3023,3,2,2,316,170,2008,Brimbank,Western Metropolitan
Camberwell,3,t,1280000,SP,29-07-2017,7.7,3124,3,2,2,186,158,2014,Boroondara,Southern Metropolitan
Camberwell,5,h,2400000,VB,29-07-2017,7.7,3124,5,2,0,633,,1939,Boroondara,Southern Metropolitan
Camberwell,2,u,682000,S,29-07-2017,7.7,3124,2,1,1,1106,,1970,Boroondara,Southern Metropolitan
Camberwell,4,h,2500000,VB,29-07-2017,7.7,3124,4,2,3,947,225,1930,Boroondara,Southern Metropolitan
Camberwell,3,u,682000,S,29-07-2017,7.7,3124,3,1,2,2863,,,Boroondara,Southern Metropolitan
Camberwell,2,u,600800,S,29-07-2017,7.7,3124,2,1,1,1625,1,1960,Boroondara,Southern Metropolitan
Carlton,3,h,920000,S,29-07-2017,1.6,3053,3,1,0,98,,,Melbourne,Northern Metropolitan
Carlton North,2,h,1690000,S,29-07-2017,3.5,3054,2,1,1,173,,,Yarra,Northern Metropolitan
Carnegie,2,u,680000,S,29-07-2017,10.1,3163,2,1,1,145,,2010,Glen Eira,Southern Metropolitan
Carnegie,1,u,316000,PI,29-07-2017,10.1,3163,1,1,1,1978,,,Glen Eira,Southern Metropolitan
Carnegie,3,u,1151000,S,29-07-2017,10.1,3163,3,2,1,259,115,1995,Glen Eira,Southern Metropolitan
Caroline Springs,3,h,518000,PI,29-07-2017,14.8,3023,3,2,2,308,,,Melton,Western Metropolitan
Carrum,3,h,625000,SP,29-07-2017,31.2,3197,3,2,1,379,170,1950,Kingston,South-Eastern Metropolitan
Carrum Downs,3,h,480000,S,29-07-2017,34.9,3201,3,1,0,528,106,1981,Frankston,South-Eastern Metropolitan
Chadstone,5,t,1050000,S,29-07-2017,11.7,3148,5,2,2,276,159,2011,Monash,Southern Metropolitan
Chelsea,3,h,750000,PI,29-07-2017,27,3196,3,1,2,463,,,Kingston,South-Eastern Metropolitan
Chelsea Heights,5,h,835500,S,29-07-2017,27,3196,5,5,4,570,243,1990,Kingston,South-Eastern Metropolitan
Cheltenham,4,h,1740000,SP,29-07-2017,17.9,3192,4,2,2,721,283,2010,Kingston,Southern Metropolitan
Cheltenham,2,u,560000,S,29-07-2017,17.9,3192,2,1,2,182,,,Kingston,Southern Metropolitan
Cheltenham,2,t,751000,S,29-07-2017,17.9,3192,2,1,1,171,,,Kingston,Southern Metropolitan
Clarinda,5,h,976000,S,29-07-2017,17.5,3169,5,3,2,537,,,Kingston,South-Eastern Metropolitan
Clifton Hill,4,h,1662500,S,29-07-2017,3.6,3068,4,2,0,191,,,Yarra,Northern Metropolitan
Clifton Hill,2,u,591000,S,29-07-2017,3.6,3068,2,1,1,0,64,1970,Yarra,Northern Metropolitan
Coburg,2,h,650000,SP,29-07-2017,6.7,3058,2,1,1,149,,1970,Moreland,Northern Metropolitan
Coburg,4,h,1400000,S,29-07-2017,6.7,3058,4,2,2,426,165,1930,Moreland,Northern Metropolitan
Coburg,2,h,996000,S,29-07-2017,6.7,3058,2,1,1,476,97,1930,Moreland,Northern Metropolitan
Coburg,1,u,430000,SP,29-07-2017,6.7,3058,1,1,1,103,,,Moreland,Northern Metropolitan
Coburg North,4,h,1011000,S,29-07-2017,6.7,3058,4,2,2,500,145,1930,Moreland,Northern Metropolitan
Coburg North,3,h,770000,S,29-07-2017,6.7,3058,3,1,1,520,,,Moreland,Northern Metropolitan
Coburg North,3,t,830000,S,29-07-2017,6.7,3058,3,2,2,275,142,2008,Moreland,Northern Metropolitan
Coolaroo,3,h,455000,S,29-07-2017,17.4,3048,3,1,1,562,,,Hume,Northern Metropolitan
Craigieburn,4,h,510000,PI,29-07-2017,20.6,3064,4,2,1,336,83,2014,Hume,Northern Metropolitan
Craigieburn,4,h,590000,S,29-07-2017,20.6,3064,4,2,2,512,200.71,2007,Hume,Northern Metropolitan
Craigieburn,3,h,390000,S,29-07-2017,20.6,3064,3,1,1,301,109,2001,Hume,Northern Metropolitan
Cranbourne North,4,h,500000,S,29-07-2017,34.7,3977,4,2,0,579,149,1990,Casey,South-Eastern Metropolitan
Croydon,2,h,1150000,VB,29-07-2017,23,3136,2,1,2,1800,,,Maroondah,Eastern Metropolitan
Croydon,3,h,745000,S,29-07-2017,23,3136,3,2,2,297,,,Maroondah,Eastern Metropolitan
Croydon,3,h,928000,S,29-07-2017,23,3136,3,1,1,981,,,Maroondah,Eastern Metropolitan
Croydon Hills,4,h,1020000,S,29-07-2017,23,3136,4,2,2,560,253,,Maroondah,Eastern Metropolitan
Dandenong North,4,u,617000,S,29-07-2017,24.7,3175,4,3,2,279,,2008,Greater Dandenong,South-Eastern Metropolitan
Doncaster,3,h,1420000,VB,29-07-2017,12.4,3108,3,1,2,721,130,1965,Manningham,Eastern Metropolitan
Doncaster East,3,h,1120000,S,29-07-2017,14.3,3109,3,1,1,725,,,Manningham,Eastern Metropolitan
Doncaster East,6,h,1655000,S,29-07-2017,14.3,3109,6,3,2,692,,,Manningham,Eastern Metropolitan
Doncaster East,3,t,970000,S,29-07-2017,14.3,3109,3,2,2,283,,,Manningham,Eastern Metropolitan
Doncaster East,4,h,1225000,S,29-07-2017,14.3,3109,4,2,2,511,,1988,Manningham,Eastern Metropolitan
Doncaster East,3,t,1120000,PI,29-07-2017,14.3,3109,3,2,2,253,253,,Manningham,Eastern Metropolitan
Doncaster East,3,h,1460000,SP,29-07-2017,14.3,3109,3,1,2,660,117,1965,Manningham,Eastern Metropolitan
Doreen,4,h,500000,PI,29-07-2017,25.9,3754,4,2,2,550,,,Whittlesea,Northern Victoria
Doreen,4,h,531000,S,29-07-2017,25.9,3754,4,2,2,411,,,Whittlesea,Northern Victoria
Doveton,3,h,508000,S,29-07-2017,28.8,3177,3,1,2,680,,,Casey,South-Eastern Metropolitan
Doveton,3,h,450000,SP,29-07-2017,28.8,3177,3,1,0,585,85,1960,Casey,South-Eastern Metropolitan
Eaglemont,4,h,3300000,S,29-07-2017,8.9,3084,4,2,3,1783,,,Banyule,Eastern Metropolitan
Edithvale,4,u,700000,VB,29-07-2017,27,3196,4,2,2,320,,,Kingston,South-Eastern Metropolitan
Elsternwick,2,u,834500,S,29-07-2017,7.2,3185,2,1,2,538,92,2005,Glen Eira,Southern Metropolitan
Eltham North,4,h,850000,PI,29-07-2017,18,3095,4,2,2,688,,,Nillumbik,Eastern Metropolitan
Eltham North,4,h,920000,S,29-07-2017,18,3095,4,3,2,1503,209,1980,Nillumbik,Eastern Metropolitan
Eltham North,5,h,850000,S,29-07-2017,18,3095,5,2,1,813,,,Nillumbik,Eastern Metropolitan
Elwood,2,u,930000,S,29-07-2017,7.2,3184,2,1,1,837,80,1930,Port Phillip,Southern Metropolitan
Elwood,2,u,720000,S,29-07-2017,7.2,3184,2,1,2,797,90,1920,Port Phillip,Southern Metropolitan
Elwood,3,t,1035000,S,29-07-2017,7.2,3184,3,2,2,0,111,2010,Port Phillip,Southern Metropolitan
Elwood,3,h,1820000,S,29-07-2017,7.2,3184,3,2,3,144,,,Port Phillip,Southern Metropolitan
Elwood,2,t,710000,S,29-07-2017,7.2,3184,2,1,1,0,,1980,Port Phillip,Southern Metropolitan
Elwood,2,u,715000,S,29-07-2017,7.2,3184,2,1,1,795,80,2005,Port Phillip,Southern Metropolitan
Emerald,2,h,655000,S,29-07-2017,36.9,3782,2,1,0,1000,81.79,1980,Cardinia,Eastern Victoria
Endeavour Hills,3,h,630000,SP,29-07-2017,28.5,3802,3,2,2,581,128,1985,Casey,South-Eastern Metropolitan
Endeavour Hills,5,h,1015000,SP,29-07-2017,28.5,3802,5,2,2,836,,1992,Casey,South-Eastern Metropolitan
Endeavour Hills,3,h,676000,SP,29-07-2017,28.5,3802,3,2,3,810,114,1980,Casey,South-Eastern Metropolitan
Endeavour Hills,3,h,580000,S,29-07-2017,28.5,3802,3,1,8,665,,,Casey,South-Eastern Metropolitan
Epping,4,h,658000,PI,29-07-2017,19.6,3076,4,2,2,571,200,1997,Whittlesea,Northern Metropolitan
Epping,3,h,500000,S,29-07-2017,19.6,3076,3,2,2,321,130,2011,Whittlesea,Northern Metropolitan
Epping,3,h,560000,S,29-07-2017,19.6,3076,3,2,1,390,147,2007,Whittlesea,Northern Metropolitan
Epping,2,u,503000,S,29-07-2017,19.6,3076,2,2,2,214,115,2000,Whittlesea,Northern Metropolitan
Essendon,2,u,468000,S,29-07-2017,7.5,3040,2,1,1,0,,,Moonee Valley,Western Metropolitan
Essendon,3,t,1002000,S,29-07-2017,7.5,3040,3,2,2,292,,,Moonee Valley,Western Metropolitan
Essendon,3,h,1315000,S,29-07-2017,7.5,3040,3,3,1,226,,,Moonee Valley,Western Metropolitan
Essendon,2,u,550000,S,29-07-2017,7.5,3040,2,1,1,1032,,,Moonee Valley,Western Metropolitan
Essendon,3,h,1875000,SP,29-07-2017,7.5,3040,3,1,2,828,,,Moonee Valley,Western Metropolitan
Fairfield,3,h,1800000,SP,29-07-2017,5.7,3078,3,1,2,697,112,1925,Darebin,Northern Metropolitan
Fawkner,3,h,661000,S,29-07-2017,13.1,3060,3,1,2,619,,,Moreland,Northern Metropolitan
Ferntree Gully,3,h,861000,S,29-07-2017,24.8,3156,3,2,1,720,162,1960,Knox,Eastern Metropolitan
Ferntree Gully,3,h,760000,S,29-07-2017,24.8,3156,3,1,3,984,,,Knox,Eastern Metropolitan
Ferntree Gully,4,h,890000,S,29-07-2017,24.8,3156,4,2,2,659,177,1992,Knox,Eastern Metropolitan
Footscray,2,u,370000,VB,29-07-2017,5.1,3011,2,1,1,0,60,1960,Maribyrnong,Western Metropolitan
Footscray,2,h,957000,S,29-07-2017,5.1,3011,2,1,0,148,,,Maribyrnong,Western Metropolitan
Frankston,2,u,266000,S,29-07-2017,38,3199,2,1,1,0,,1968,Frankston,South-Eastern Metropolitan
Frankston,4,h,680000,VB,29-07-2017,38,3199,4,2,3,767,210,1980,Frankston,South-Eastern Metropolitan
Frankston,3,h,655000,SA,29-07-2017,38,3199,3,2,1,680,,,Frankston,South-Eastern Metropolitan
Frankston North,3,h,570000,SP,29-07-2017,36.9,3200,3,1,4,632,104,1960,Frankston,Eastern Victoria
Frankston South,4,h,945000,S,29-07-2017,38,3199,4,2,2,694,265,2009,Frankston,South-Eastern Metropolitan
Glen Huntly,2,u,450000,S,29-07-2017,10.1,3163,2,1,1,0,77,2010,Glen Eira,Southern Metropolitan
Glen Iris,4,h,1908000,SP,29-07-2017,7.3,3146,4,1,1,702,,,Boroondara,Southern Metropolitan
Glen Iris,2,t,955000,S,29-07-2017,7.3,3146,2,1,1,197,1,1970,Stonnington,Southern Metropolitan
Glen Waverley,4,h,1200000,S,29-07-2017,16.7,3150,4,2,2,660,,,Monash,Eastern Metropolitan
Glen Waverley,3,h,1130000,S,29-07-2017,16.7,3150,3,1,1,836,,,Monash,Eastern Metropolitan
Glenroy,3,h,820000,S,29-07-2017,11.2,3046,3,1,4,650,135,1950,Moreland,Northern Metropolitan
Glenroy,3,h,760000,S,29-07-2017,11.2,3046,3,1,4,625,,,Moreland,Northern Metropolitan
Glenroy,3,h,680000,S,29-07-2017,11.2,3046,3,1,1,422,104,1960,Moreland,Northern Metropolitan
Glenroy,3,h,629500,S,29-07-2017,11.2,3046,3,1,1,610,,,Moreland,Northern Metropolitan
Gowanbrae,3,h,900000,SP,29-07-2017,12.9,3043,3,2,2,453,,,Moreland,Western Metropolitan
Greensborough,4,h,770000,PI,29-07-2017,16.1,3088,4,2,2,789,169,1975,Banyule,Northern Metropolitan
Greensborough,4,h,887500,S,29-07-2017,16.1,3088,4,2,2,737,,,Nillumbik,Northern Metropolitan
Greensborough,4,h,900000,S,29-07-2017,16.1,3088,4,3,1,807,190,1975,Banyule,Northern Metropolitan
Hadfield,3,h,860000,S,29-07-2017,11.2,3046,3,2,2,591,,,Moreland,Northern Metropolitan
Hawthorn,2,u,580000,S,29-07-2017,5.3,3122,2,1,1,0,,,Boroondara,Southern Metropolitan
Hawthorn,2,u,840000,S,29-07-2017,5.3,3122,2,1,1,974,,1960,Boroondara,Southern Metropolitan
Hawthorn,3,h,1460000,S,29-07-2017,5.3,3122,3,1,1,259,,,Boroondara,Southern Metropolitan
Hawthorn East,2,u,400000,VB,29-07-2017,6.2,3123,2,1,1,0,,1955,Boroondara,Southern Metropolitan
Heathmont,3,h,901000,S,29-07-2017,21.3,3135,3,2,2,678,,1975,Maroondah,Eastern Metropolitan
Heidelberg,3,t,835000,VB,29-07-2017,8.9,3084,3,2,2,161,135,2010,Banyule,Eastern Metropolitan
Highett,3,h,1257000,S,29-07-2017,16,3190,3,1,2,572,,,Bayside,Southern Metropolitan
Highett,3,t,1200000,S,29-07-2017,16,3190,3,1,2,269,125,2000,Bayside,Southern Metropolitan
Highett,3,t,1030000,PI,29-07-2017,16,3190,3,2,2,240,180,2006,Bayside,Southern Metropolitan
Highett,3,h,1260000,S,29-07-2017,16,3190,3,1,0,642,,,Kingston,Southern Metropolitan
Highett,4,t,1200000,S,29-07-2017,16,3190,4,2,2,304,183,2007,Kingston,Southern Metropolitan
Highett,2,h,1150000,PI,29-07-2017,16,3190,2,1,2,591,100,1950,Bayside,Southern Metropolitan
Hillside,3,u,485000,S,29-07-2017,18,3037,3,2,2,345,,2005,Melton,Western Metropolitan
Hillside,4,h,618350,S,29-07-2017,18,3037,4,2,2,542,221,2009,Melton,Western Metropolitan
Hoppers Crossing,3,h,540000,S,29-07-2017,18.4,3029,3,2,2,580,200,1990,Wyndham,Western Metropolitan
Huntingdale,3,h,990000,VB,29-07-2017,12.3,3166,3,1,2,628,,1965,Monash,Southern Metropolitan
Ivanhoe,4,h,2250000,VB,29-07-2017,7.8,3079,4,2,2,1011,,,Banyule,Eastern Metropolitan
Ivanhoe,4,h,2530000,VB,29-07-2017,7.8,3079,4,2,0,637,306,1936,Banyule,Eastern Metropolitan
Jacana,3,h,620500,S,29-07-2017,14,3047,3,1,4,764,,,Hume,Northern Metropolitan
Keilor East,4,h,1475000,PI,29-07-2017,11.7,3033,4,2,2,988,,,Moonee Valley,Western Metropolitan
Keilor Park,3,h,750000,S,29-07-2017,10.4,3042,3,2,2,761,222,1980,Brimbank,Western Metropolitan
Keilor Park,5,h,765000,SP,29-07-2017,10.4,3042,5,3,4,650,178,1970,Brimbank,Western Metropolitan
Kensington,2,u,445000,SP,29-07-2017,3.4,3031,2,1,1,1775,59,,Melbourne,Northern Metropolitan
Kensington,2,u,501000,SP,29-07-2017,3.4,3031,2,1,1,3957,,2008,Melbourne,Northern Metropolitan
Kensington,3,h,1060000,S,29-07-2017,3.4,3031,3,1,0,190,,,Melbourne,Northern Metropolitan
Kew,3,t,1405000,S,29-07-2017,5.4,3101,3,2,2,325,129,1980,Boroondara,Southern Metropolitan
Kew,4,h,3015000,S,29-07-2017,5.4,3101,4,2,2,813,276,1970,Boroondara,Southern Metropolitan
Kew East,3,h,1500000,S,29-07-2017,7.3,3102,3,2,2,446,,,Boroondara,Southern Metropolitan
Keysborough,3,h,745000,SP,29-07-2017,25.2,3173,3,1,4,540,108,1980,Greater Dandenong,South-Eastern Metropolitan
Keysborough,3,h,725000,S,29-07-2017,25.2,3173,3,2,4,553,,,Greater Dandenong,South-Eastern Metropolitan
Kingsville,1,u,216000,SP,29-07-2017,6.4,3012,1,1,1,0,,,Maribyrnong,Western Metropolitan
Knoxfield,5,h,1070000,SP,29-07-2017,23.3,3180,5,2,2,726,,,Knox,Eastern Metropolitan
Kurunjang,3,h,375000,SP,29-07-2017,31.7,3337,3,2,1,637,131,1980,Melton,Northern Victoria
Lalor,2,u,444000,S,29-07-2017,16.3,3075,2,1,1,277,100,1980,Whittlesea,Northern Metropolitan
Lalor,3,h,544000,S,29-07-2017,16.3,3075,3,1,2,534,129,1960,Whittlesea,Northern Metropolitan
Lalor,3,h,580500,S,29-07-2017,16.3,3075,3,1,1,532,934,1980,Whittlesea,Northern Metropolitan
Lalor,4,h,710000,S,29-07-2017,16.3,3075,4,1,1,627,,1970,Whittlesea,Northern Metropolitan
Lalor,3,h,700000,SP,29-07-2017,16.3,3075,3,1,2,625,,,Whittlesea,Northern Metropolitan
Langwarrin,3,h,565500,S,29-07-2017,41,3910,3,2,2,361,,,Frankston,Eastern Victoria
